0	200.5122	0.025918074	-5.1157842	-5.0898661	4.7270269	36.445519	-12.26288	-10.001558	39.948607	196.06685	-7.5524446	169.86491	48.215894	356.95703	0.0350075559737701	0
100	200.57204	0.025925809	-5.1157882	-5.0898624	-162.12023	-83.172463	-105.15017	-298.03807	150.28729	116.58157	-25.390208	169.86491	48.215894	357.02842	0.0390377481511288	1.99996061150576E-4
200	200.29931	0.025890556	-5.1157486	-5.0898581	-402.41547	-460.8242	-244.14222	-502.27998	-1.319435	92.069804	-11.442968	169.86491	48.215894	357.09981	0.028893074628857	3.99992122301152E-4
300	200.4785	0.025913718	-5.115767	-5.0898533	-615.66658	-712.63627	-418.81342	-715.55005	43.435439	147.87162	-48.309507	169.86491	48.215894	357.1712	0.0406762684819254	5.99988183451729E-4
400	199.85333	0.025832909	-5.1156807	-5.0898478	-744.18114	-706.27442	-546.53335	-979.73566	65.08137	194.13303	-50.854331	169.86491	48.215894	357.24259	0.0526791598591016	7.99984244602305E-4
500	200.23418	0.025882137	-5.1157237	-5.0898415	-1031.0444	-966.94541	-757.30404	-1368.8838	143.62114	143.02779	-103.36804	169.86491	48.215894	357.31398	0.0667138439578589	9.99980305752881E-4
600	199.84105	0.025831321	-5.1156661	-5.0898348	-1210.673	-1053.619	-973.15584	-1605.244	112.909	111.87195	0.44302663	169.86491	48.215894	357.38538	0.0656461597947898	0.00120000438147982
700	200.16148	0.02587274	-5.1157003	-5.0898275	-1391.6297	-1262.5784	-1122.1179	-1790.1928	61.306416	90.212543	-87.339963	169.86491	48.215894	357.45677	0.0656346176761592	0.0014000004426304
800	200.13094	0.025868793	-5.1156884	-5.0898197	-1613.7745	-1449.5762	-1305.0385	-2086.7089	43.449828	266.3136	-84.202134	169.86491	48.215894	357.52816	0.0870988683510662	0.00159999650378097
900	199.83245	0.02583021	-5.1156413	-5.0898111	-1840.5628	-1651.6195	-1502.5714	-2367.4976	64.522856	136.82728	10.590231	169.86491	48.215894	357.59955	0.0842845375372997	0.00179999256493155
1000	200.15049	0.02587132	-5.1156735	-5.0898022	-2001.7762	-1869.8659	-1606.2319	-2529.2308	171.02571	187.24379	-17.290568	169.86491	48.215894	357.67094	0.0933768174215301	0.00199998862608196
1100	199.47114	0.025783507	-5.1155758	-5.0897923	-2173.6729	-1880.3933	-1739.4911	-2901.1343	117.54623	105.2761	-35.890188	169.86491	48.215894	357.74233	0.113320567633431	0.00219998468723254
1200	200.79404	0.025954504	-5.1157366	-5.0897821	-2459.9087	-2164.5872	-2061.3085	-3153.8305	159.5831	110.64325	-79.567209	169.86491	48.215894	357.81372	0.110614442489864	0.00239998074838312
1300	200.37236	0.025899999	-5.1156711	-5.0897711	-2644.0312	-2354.6514	-2196.0057	-3381.4363	61.543653	97.033297	-119.42557	169.86491	48.215894	357.88512	0.115097668948569	0.00260000482411005
1400	200.44593	0.025909508	-5.1156691	-5.0897595	-2793.5228	-2423.0891	-2351.1081	-3606.3711	59.837477	170.36046	-103.28423	169.86491	48.215894	357.95651	0.127291943067727	0.00280000088526063
1500	200.34403	0.025896337	-5.1156439	-5.0897476	-3065.2938	-2680.1336	-2584.827	-3930.9208	58.22078	132.50943	-41.884018	169.86491	48.215894	358.0279	0.132697721161166	0.00299999694641121
1600	199.49747	0.025786911	-5.1155217	-5.0897348	-3230.7492	-2871.0368	-2620.0433	-4201.1674	94.828601	140.75756	-31.777584	169.86491	48.215894	358.09929	0.150184697672552	0.00319999300756178
1700	200.32668	0.025894094	-5.1156154	-5.0897214	-3422.5357	-2866.7092	-2872.0739	-4528.8239	31.262882	220.04375	-12.763523	169.86491	48.215894	358.17068	0.170364785523722	0.00339998906871236
1800	199.97932	0.025849195	-5.1155566	-5.0897074	-3672.4487	-3230.7249	-3034.338	-4752.2831	-10.434647	146.18369	-62.446599	169.86491	48.215894	358.24207	0.165186430403727	0.00359998512986294
1900	199.67106	0.025809348	-5.1155021	-5.0896928	-3870.7682	-3369.2806	-3231.7491	-5011.2749	108.76109	192.02249	-63.733996	169.86491	48.215894	358.31346	0.176044796636336	0.00379998119101351
2000	199.45942	0.025781992	-5.1154597	-5.0896777	-4059.3869	-3608.6885	-3341.05	-5228.4221	90.401804	153.16086	-0.62834054	169.86491	48.215894	358.38486	0.179542858093352	0.00400000526674045
2100	200.35517	0.025897777	-5.11556	-5.0896622	-4234.5835	-3647.0248	-3579.7192	-5477.0065	16.545567	110.75935	-30.842485	169.86491	48.215894	358.45625	0.187536909066727	0.00420000132789103
2200	199.71119	0.025814536	-5.1154603	-5.0896457	-4481.149	-3907.084	-3755.7239	-5780.6392	15.148492	39.055514	-2.4803409	169.86491	48.215894	358.52764	0.195498935328937	0.0043999973890416
2300	199.38821	0.025772788	-5.1154018	-5.089629	-4695.4848	-4151.2565	-3961.0326	-5974.1653	81.035994	221.72689	-71.577079	169.86491	48.215894	358.59903	0.197192828645157	0.00459999345019218
2400	199.70031	0.02581313	-5.1154244	-5.0896113	-4920.8613	-4218.1879	-4173.2825	-6371.1133	49.893674	73.836781	-57.537714	169.86491	48.215894	358.67042	0.218346918344675	0.0047999895113426
2500	200.13536	0.025869363	-5.1154626	-5.0895933	-5127.745	-4429.6458	-4355.9128	-6597.6764	82.585899	85.750768	-66.625435	169.86491	48.215894	358.74181	0.221844232256347	0.00499998557249317
2600	199.9676	0.02584768	-5.115422	-5.0895744	-5337.4814	-4639.963	-4480.3622	-6892.119	67.361764	153.86091	-7.3725162	169.86491	48.215894	358.8132	0.23541283226897	0.00519998163364375
2700	199.52931	0.025791027	-5.115346	-5.089555	-5513.0545	-4744.841	-4741.4642	-7052.8582	9.5678095	175.94608	-52.683233	169.86491	48.215894	358.8846	0.233157045962547	0.00540000570937069
2800	199.59824	0.025799937	-5.1153352	-5.0895352	-5685.9237	-4942.7526	-4781.3636	-7333.6549	67.796164	159.21019	-151.79282	169.86491	48.215894	358.95599	0.250744517876894	0.00560000177052126
2900	199.30118	0.025761538	-5.1152764	-5.0895148	-5959.7841	-5189.8385	-5033.2148	-7656.2991	41.80021	171.67278	1.4541159	169.86491	48.215894	359.02738	0.256669588172343	0.00579999783167184
