0	99.622437	0.01287713	-5.1293301	-5.116453	-2.1943214	-4.7932552	-1.1380396	-0.65166942	73.067851	150.32794	9.1834421	169.71776	48.172573	356.62321	0.0289966525014577	0
100	99.41858	0.01285078	-5.1293018	-5.116451	-180.38542	-145.31151	-129.32806	-266.5167	123.87503	164.20708	-29.595962	169.71776	48.172573	356.69454	0.0382672406921948	2.00015024260608E-4
200	99.393807	0.012847578	-5.129296	-5.1164484	-380.97124	-401.06932	-232.46445	-509.37995	57.837406	201.80017	-51.505476	169.71776	48.172573	356.76586	0.0445628043779269	4.00002007721268E-4
300	99.737331	0.012891981	-5.1293373	-5.1164454	-628.17521	-701.13528	-460.26254	-723.1278	33.0084	193.31007	-69.761912	169.71776	48.172573	356.83719	0.0440199879801664	6.00017031981876E-4
400	98.972961	0.012793179	-5.1292347	-5.1164415	-810.44481	-756.7251	-599.7932	-1074.8161	52.234461	211.19158	-12.211251	169.71776	48.172573	356.90851	0.0564062462527146	8.00004015442535E-4
500	99.607739	0.01287523	-5.1293122	-5.116437	-1052.0719	-940.43348	-846.14097	-1369.6413	83.6604	186.36454	-50.691378	169.71776	48.172573	356.97984	0.0605378242171	0.00100001903970314
600	99.428358	0.012852044	-5.129284	-5.1164319	-1287.8266	-1204.9296	-1019.5856	-1638.9646	98.396305	131.59614	21.556097	169.71776	48.172573	357.05116	0.062094825623096	0.0012000060231638
700	99.478461	0.01285852	-5.1292848	-5.1164263	-1429.8623	-1255.6255	-1173.6366	-1860.3249	95.106799	177.56618	-41.791694	169.71776	48.172573	357.12248	0.0740896063146698	0.00139999300662462
800	99.557674	0.012868759	-5.1292888	-5.11642	-1660.5233	-1434.2512	-1405.8287	-2141.4901	83.696345	186.93726	-92.503246	169.71776	48.172573	357.19381	0.0820133309243189	0.00160000803088507
900	99.264478	0.012830861	-5.129244	-5.1164131	-1893.5159	-1649.9832	-1631.3421	-2399.2223	102.73465	163.47453	-9.7278268	169.71776	48.172573	357.26513	0.0829332436192747	0.00179999501434589
1000	99.298971	0.012835319	-5.129241	-5.1164057	-2059.5299	-1812.2131	-1653.5473	-2712.8292	151.83958	171.12843	-65.84947	169.71776	48.172573	357.33646	0.107201219754834	0.00200001003860634
1100	99.316811	0.012837625	-5.1292352	-5.1163976	-2306.4493	-2031.0566	-1881.7807	-3006.5106	97.676656	209.35219	-37.021091	169.71776	48.172573	357.40778	0.113297153947769	0.00219999702206716
1200	99.421718	0.012851185	-5.12924	-5.1163888	-2548.5297	-2223.7729	-2204.6865	-3217.1295	121.30316	222.06324	-34.283594	169.71776	48.172573	357.47911	0.109621479755213	0.00240001204632761
1300	99.141949	0.012815023	-5.1291945	-5.1163795	-2741.4966	-2461.0699	-2291.1721	-3472.2477	105.0714	157.90144	-144.84181	169.71776	48.172573	357.55043	0.118067720216915	0.00259999902978843
1400	99.283212	0.012833282	-5.1292029	-5.1163696	-2925.7848	-2534.6717	-2514.2501	-3728.4326	93.48295	211.96344	-82.998829	169.71776	48.172573	357.62176	0.127731351744181	0.00280001405404887
1500	99.534109	0.012865713	-5.1292248	-5.1163591	-3166.7128	-2829.5182	-2628.372	-4042.2484	42.485071	179.66704	-36.613596	169.71776	48.172573	357.69308	0.136432679867426	0.00300000103750969
1600	99.172068	0.012818916	-5.1291667	-5.1163478	-3358.5315	-2900.77	-2759.988	-4414.8365	94.132748	132.92155	-51.43524	169.71776	48.172573	357.76441	0.161644493517702	0.00320001606177014
1700	99.257759	0.012829992	-5.1291659	-5.1163359	-3575.0881	-3048.9672	-2990.9596	-4685.3375	99.685493	229.56416	-48.995834	169.71776	48.172573	357.83573	0.172368992971028	0.00340000304523096
1800	99.055323	0.012803825	-5.129127	-5.1163232	-3737.3167	-3235.3702	-3141.3153	-4835.2644	158.96888	187.33454	-59.921592	169.71776	48.172573	357.90706	0.170612234419093	0.00360001806949141
1900	98.907082	0.012784664	-5.1290949	-5.1163102	-3976.3613	-3476.0252	-3317.4441	-5135.6146	31.559521	207.75239	-16.966664	169.71776	48.172573	357.97838	0.178210530855535	0.00380000505295223
2000	99.072586	0.012806057	-5.1291026	-5.1162966	-4166.2114	-3621.0752	-3531.1448	-5346.4142	116.65957	168.12136	-5.4053751	169.71776	48.172573	358.0497	0.180713943413226	0.00399999203641289
2100	99.117866	0.01281191	-5.1290942	-5.1162823	-4400.1454	-3814.3025	-3732.2452	-5653.8886	71.594056	128.38086	-57.09406	169.71776	48.172573	358.12103	0.190167373588956	0.0042000070606735
2200	99.15033	0.012816106	-5.1290836	-5.1162675	-4596.4554	-3966.3694	-3881.2575	-5941.7392	83.563047	193.32828	-21.686733	169.71776	48.172573	358.19235	0.205230217224829	0.00439999404413416
2300	99.051001	0.012803267	-5.1290553	-5.1162521	-4782.1884	-4200.9704	-3958.0159	-6187.579	89.988343	178.09216	-65.045121	169.71776	48.172573	358.26368	0.214951922315063	0.00460000906839476
2400	99.225337	0.012825801	-5.1290618	-5.116236	-5018.7797	-4358.6174	-4220.8735	-6476.8482	68.98154	237.96817	-52.316316	169.71776	48.172573	358.335	0.22338355832711	0.00479999605185542
2500	99.164014	0.012817875	-5.1290372	-5.1162193	-5218.0499	-4537.9757	-4376.1412	-6740.0326	71.569646	201.14303	-74.525377	169.71776	48.172573	358.40633	0.232056421725754	0.00500001107611603
2600	99.05735	0.012804087	-5.1290061	-5.116202	-5418.0904	-4671.8344	-4583.5488	-6998.8881	98.026363	175.33478	-17.631256	169.71776	48.172573	358.47765	0.239800034145932	0.00519999805957669
2700	99.219007	0.012824983	-5.1290091	-5.1161841	-5660.01	-4925.7133	-4805.0387	-7249.2781	67.894122	157.90447	-76.411013	169.71776	48.172573	358.54898	0.240833076994915	0.00540001308383714
2800	99.154392	0.012816631	-5.128982	-5.1161654	-5897.9498	-5092.5524	-4946.397	-7654.8999	138.81857	202.03426	-76.357352	169.71776	48.172573	358.6203	0.267567632155614	0.00560000006729796
2900	99.138396	0.012814563	-5.1289607	-5.1161462	-6059.5549	-5257.2763	-5093.379	-7828.0094	77.077086	140.02697	-42.187715	169.71776	48.172573	358.69163	0.267186301778742	0.00580001509155841
3000	99.026691	0.012800124	-5.1289265	-5.1161264	-6263.8136	-5402.2297	-5309.7018	-8079.5092	92.125831	130.45417	-52.102651	169.71776	48.172573	358.76295	0.274021362236424	0.00600000207501923
3100	98.985469	0.012794796	-5.1289009	-5.1161061	-6447.951	-5603.7979	-5467.9826	-8272.0724	88.329887	194.05971	-16.100891	169.71776	48.172573	358.83428	0.276363686415357	0.00620001709927968
3200	98.887134	0.012782085	-5.1288672	-5.1160851	-6669.7576	-5801.5178	-5640.1656	-8567.5893	82.736694	211.67346	-41.922299	169.71776	48.172573	358.9056	0.287814580066086	0.00640000408274049
3300	98.765359	0.012766345	-5.12883	-5.1160636	-6871.3739	-5894.5302	-5827.5509	-8892.0406	111.60922	156.02824	-67.180828	169.71776	48.172573	358.97693	0.305192892278158	0.00660001910700094
3400	99.072501	0.012806046	-5.1288475	-5.1160414	-7093.2628	-6140.6742	-5945.6683	-9193.4459	88.198876	141.98631	-46.448342	169.71776	48.172573	359.04825	0.316907574469112	0.00680000609046176
3500	99.082205	0.0128073	-5.1288258	-5.1160185	-7299.7142	-6298.5052	-6161.4887	-9439.1488	76.836741	136.9202	-21.820471	169.71776	48.172573	359.11957	0.322306029414557	0.00699999307392258
